dataset,k,d,ftr_extractor,classifier,fold,trn_oa,trn_aa,trn_f1_macro,trn_f1_c0,trn_f1_c1,trn_f1_c2,trn_f1_c3,trn_f1_c4,trn_f1_c5,trn_f1_c6,trn_f1_c7,trn_f1_c8,val_oa,val_aa,val_f1_macro,val_f1_c0,val_f1_c1,val_f1_c2,val_f1_c3,val_f1_c4,val_f1_c5,val_f1_c6,val_f1_c7,val_f1_c8,tst_oa,tst_aa,tst_f1_macro,tst_f1_c0,tst_f1_c1,tst_f1_c2,tst_f1_c3,tst_f1_c4,tst_f1_c5,tst_f1_c6,tst_f1_c7,tst_f1_c8
Pavia_University,1.0,16,MAE_VIT,RF,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9511170838232824,0.8649517002319216,0.8532418536632805,0.9681190223166845,0.9604153147306944,0.0,0.9733210671573136,1.0,0.9105263157894736,0.926829268292683,0.9399656946826758,1.0,0.9613752872547286,0.9307568932300108,0.92353171124883,0.939106901217862,0.9877049180327868,0.9009826152683296,0.8720626631853786,0.9948364888123924,0.8861244019138756,0.8869565217391304,0.8513368983957219,0.9926739926739928
Pavia_University,1.0,16,MAE_VIT,RF,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9365835079032564,0.9459646595274104,0.8878192123815322,0.9351724137931036,0.9515699840340608,0.396694214876033,0.9813176007866272,0.998661311914324,0.9723947550034506,0.8741721854304636,0.8842218632202478,0.9961685823754788,0.9556301926816334,0.9183232878932364,0.9087810011430372,0.9287872248597324,0.9883209672987084,0.8361581920903954,0.8392638036809816,0.9982788296041308,0.9392265193370166,0.8487084870848709,0.8076109936575053,0.9926739926739928
Pavia_University,1.0,32,MAE_VIT,RF,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9021638125580778,0.8699121568855237,0.8327403299740033,0.9723643807574208,0.9503881201484982,0.3713527851458886,0.8938547486033519,1.0,0.7607361963190185,0.951048951048951,0.5949177877428998,1.0,0.9460844970832596,0.9027552525860408,0.8996303991501997,0.9300087489063869,0.9824052991099153,0.7911714770797963,0.8256658595641646,0.9982847341337908,0.8717047451669596,0.9244288224956064,0.7821782178217822,0.9908256880733946
Pavia_University,1.0,32,MAE_VIT,RF,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9195062586926288,0.8981482714467128,0.8956021052144565,0.9524441495244416,0.9545722713864306,0.8653696498054475,0.946236559139785,1.0,0.6341463414634146,0.8371681415929203,0.8763297872340425,0.9941520467836256,0.9634081668729008,0.9392552243069946,0.9255298828827117,0.9414893617021276,0.99003549003549,0.8819390148553558,0.8692098092643051,0.9982847341337908,0.9199255121042832,0.9028776978417268,0.8333333333333334,0.9926739926739928
Pavia_University,1.0,32,MAE_VIT,RF,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9163917969310196,0.8207024932938521,0.8055792753846736,0.8759590792838875,0.938115330520394,0.676829268292683,0.9763157894736842,1.0,0.8727406860936924,0.0,0.9143855562026793,0.9958677685950412,0.9496199398974722,0.9190254805438988,0.9065002285060796,0.8945111492281304,0.986593707250342,0.7816666666666666,0.8619791666666666,1.0,0.8824626865671642,0.9279437609841829,0.8306709265175719,0.9926739926739928
Pavia_University,1.0,32,MAE_VIT,RF,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.946749538048043,0.865335257175937,0.8501322120811966,0.9715489989462592,0.9555075593952485,0.0,0.975206611570248,1.0,0.8993147074327886,0.915,0.934612031386225,1.0,0.958635319073714,0.9321271763114688,0.9195579638772566,0.936436884512086,0.9869651265952364,0.8832565284178188,0.8649350649350649,0.9982847341337908,0.875,0.9084380610412928,0.8300312825860271,0.9926739926739928
Pavia_University,1.0,32,MAE_VIT,RF,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9329651494953344,0.9475498008399192,0.8822794042175099,0.9394572025052192,0.9363256784968684,0.3605150214592275,0.984158415841584,0.998661311914324,0.9605859783746076,0.868421052631579,0.8962213943587014,0.9961685823754788,0.9528018384302632,0.9202130895149462,0.9041354110291892,0.936542669584245,0.9879666347600164,0.8052588331963846,0.8626444159178434,0.9982847341337908,0.899904671115348,0.8844036697247707,0.7695390781563126,0.9926739926739928
Pavia_University,1.0,64,MAE_VIT,RF,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9046860480552236,0.8698799877111552,0.8364170208290411,0.9778692743180648,0.9512084933363452,0.3736842105263158,0.8798397863818425,1.0,0.7845303867403315,0.943661971830986,0.6169590643274854,1.0,0.9534205409227504,0.9129828091650072,0.9094486160493584,0.9391684901531728,0.9864259629297872,0.8079800498753117,0.8119760479041916,0.996551724137931,0.9370503597122302,0.9333333333333332,0.7817258883248731,0.9908256880733946
Pavia_University,1.0,64,MAE_VIT,RF,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.920201668984701,0.9118702022338048,0.907959765385875,0.9617267467734756,0.95929203539823,0.8263665594855305,0.9444444444444444,1.0,0.7647058823529411,0.8682170542635659,0.8527331189710611,0.9941520467836256,0.9687997171645748,0.9470825970354312,0.9369339444861152,0.9379982285208148,0.9926148796498906,0.8960739030023095,0.9061224489795918,0.9982788296041308,0.9365942028985508,0.9142857142857144,0.8577633007600435,0.9926739926739928
Pavia_University,1.0,64,MAE_VIT,RF,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9301591854295138,0.9324547810867015,0.92219155775847,0.8731487443657437,0.9561217268223636,0.6823529411764706,0.968503937007874,1.0,0.915056507473569,1.0,0.9045401629802096,1.0,0.9543044016263036,0.9311427567825556,0.915490739804108,0.8852181279119017,0.990025959830578,0.7744107744107744,0.9027962716378164,0.9982788296041308,0.908411214953271,0.9354275741710296,0.8521739130434782,0.9926739926739928
