dataset,k,d,ftr_extractor,classifier,fold,trn_oa,trn_aa,trn_f1_macro,trn_f1_c0,trn_f1_c1,trn_f1_c2,trn_f1_c3,trn_f1_c4,trn_f1_c5,trn_f1_c6,trn_f1_c7,trn_f1_c8,trn_f1_c9,trn_f1_c10,trn_f1_c11,trn_f1_c12,trn_f1_c13,trn_f1_c14,trn_f1_c15,val_oa,val_aa,val_f1_macro,val_f1_c0,val_f1_c1,val_f1_c2,val_f1_c3,val_f1_c4,val_f1_c5,val_f1_c6,val_f1_c7,val_f1_c8,val_f1_c9,val_f1_c10,val_f1_c11,val_f1_c12,val_f1_c13,val_f1_c14,val_f1_c15,tst_oa,tst_aa,tst_f1_macro,tst_f1_c0,tst_f1_c1,tst_f1_c2,tst_f1_c3,tst_f1_c4,tst_f1_c5,tst_f1_c6,tst_f1_c7,tst_f1_c8,tst_f1_c9,tst_f1_c10,tst_f1_c11,tst_f1_c12,tst_f1_c13,tst_f1_c14,tst_f1_c15
Salinas,0.5,2,VIT,NB,2,0.7338749171780025,0.6905114604805942,0.6587773202979517,0.6872471790504577,0.186279419128693,0.8981623277182236,0.9166666666666666,0.8913934426229508,0.9699090272918124,0.8428270042194093,0.8039804878048781,0.914936654955818,0.1212543554006968,0.1193455245428296,0.7959731543624161,0.7210884353741497,0.9477071600965408,0.0692084542063821,0.6544578313253012,0.6112263417163598,0.5951811581656005,0.5427602080857807,0.8236632536973834,0.0679611650485436,0.7725118483412322,0.7901234567901234,0.933920704845815,1.0,0.97165991902834,0.0,0.8940737284181055,0.1755196304849884,0.0348258706467661,0.374074074074074,0.7851099830795262,0.9585585585585584,0.0691578360290016,0.033003300330033,0.5041873184071098,0.530492481736373,0.4365551710127077,0.0,0.1494130202774813,0.5207100591715976,0.7943661971830986,0.9207317073170732,0.9623393885688968,0.7985714285714286,0.0421455938697318,0.7238572323105823,0.2261363636363636,0.024340770791075,0.5870646766169154,0.2903225806451613,0.5537190082644629,0.059214501510574,0.3319502074688796
Salinas,0.5,2,VIT,NB,3,0.7028473033638768,0.671560319262711,0.6131083220841722,0.672306143001007,0.1711229946524064,0.1370869033047735,0.9012418687167356,0.7975155279503106,0.9738002594033722,0.9254453485814824,0.7496041836587823,0.876192867905575,0.6473118279569893,0.0566929133858267,0.8688419705694178,0.6605392156862745,0.945698596705308,0.3459615890555117,0.080370942812983,0.7335689045936395,0.6686733126603897,0.6406282985267209,0.9983739837398374,0.0,0.4970414201183432,0.9659090909090908,0.8355957767722474,0.9850187265917604,0.4011142061281337,0.8044170736886812,0.8155207624234173,0.6,0.0757894736842105,0.9068219633943428,0.8670520231213873,0.9529411764705882,0.2165087956698241,0.3279483037156704,0.5588788241326269,0.537932173821825,0.4509007137425748,0.0,0.148108684070325,0.0,0.8321884200196271,0.9344879518072288,0.9618117229129662,0.7658703071672355,0.0446549391069012,0.6320209973753281,0.7515923566878981,0.0069204152249134,0.8140200286123033,0.3698630136986301,0.5668016194331984,0.2115384615384615,0.1745325022261799
Salinas,0.5,2,VIT,NB,4,0.7273295099653626,0.7441480006876204,0.7019660017668019,0.8004048582995952,0.1780721118469463,0.7568675686756867,0.875,0.8707482993197279,0.9786821705426356,0.9619018591892716,0.7161701659887875,0.898068669527897,0.4630404463040446,0.0765100671140939,0.8663101604278075,0.7630662020905923,0.963302752293578,0.4772827525363917,0.5860279441117765,0.7854267869535045,0.5530818598930278,0.5410727811235834,0.0,0.0,0.900709219858156,0.8794567062818336,0.8767123287671232,0.969309462915601,0.9562043795620438,0.9224503095470836,0.931098696461825,0.0,0.0,0.8974358974358975,0.6855345911949685,0.4705882352941176,0.0,0.1676646706586826,0.5372585882755084,0.5599454647206452,0.4569629376024393,0.0,0.0975877192982456,0.22803738317757,0.7613941018766756,0.9204284621270084,0.9595015576323987,0.8342046303211351,0.050190114068441,0.6796338672768879,0.4920863309352518,0.0115163147792706,0.7042777433353998,0.4,0.5537190082644629,0.3098290598290598,0.3090007087172218
Salinas,0.5,2,VIT,NB,5,0.7374375080117933,0.6748743837172483,0.6389376598060077,0.6163003663003663,0.0807881773399014,0.7830540037243948,0.9067182213629772,0.8961625282167043,0.9808817791650408,0.9477454698693636,0.7827799662352279,0.8664623467600701,0.0758483033932135,0.0397260273972602,0.8519758874748827,0.7840236686390533,0.9305354558610708,0.0817170933540212,0.5982832618025751,0.6343223736968725,0.4637564658612411,0.3544718703799405,0.8813559322033898,0.7272727272727273,0.1151832460732984,0.0,0.0,0.8875,0.0,0.7173936341228164,0.9497847919655668,0.1363040629095675,0.0211640211640211,0.0,0.1702127659574468,0.9887133182844244,0.0766654261257908,0.0,0.5290548624166809,0.5079360430151703,0.426981036050637,0.0,0.494567579313342,0.074398249452954,0.8049242424242424,0.9324273310683276,0.9613505108840515,0.8282231252308829,0.0426632191338073,0.6461704422869471,0.2013888888888889,0.0034305317324185,0.6282666666666666,0.2918918918918919,0.5714285714285714,0.0577395577395577,0.2928257686676427
Salinas,0.5,4,VIT,NB,1,0.8222320858878687,0.8418811838867806,0.8168929647871012,0.933492252681764,0.8687095867303908,0.8458225667527993,0.8289768483943242,0.9553047404063204,0.9750183688464364,0.93451036748101,0.8110678772157371,0.9488876831253392,0.662424435252943,0.4977538185085355,0.6903225806451613,0.974921630094044,0.9406021155410904,0.4299065420560747,0.7725660228616477,0.6589341692789968,0.6735470857438979,0.6140088466184233,0.8235294117647058,1.0,0.0,0.9159763313609468,0.926829268292683,1.0,0.0,0.6768359119633908,0.9029535864978904,0.3360881542699724,0.4668304668304668,0.5459770114942529,0.9567198177676538,0.955631399317406,0.3167701863354037,0.0,0.6809092462826867,0.6355468250885619,0.5575033267388376,0.0,0.8995245641838352,0.3220704529115744,0.7661870503597122,0.7797802197802198,0.9622725255215268,0.8980407836865254,0.051927616050354,0.7394236664622931,0.7062626262626263,0.0924369747899159,0.5752808988764045,0.4462809917355372,0.6060606060606061,0.3131749460043196,0.7613293051359517
Salinas,0.5,4,VIT,NB,2,0.822285599055109,0.8385896460905284,0.8211513309491083,0.945945945945946,0.898965307364577,0.8492347769456203,0.8879168944778567,0.9088888888888887,0.9722027563653352,0.8560846560846561,0.8337447248984792,0.967032967032967,0.4919157275845174,0.6418786692759295,0.8382213812677389,0.9725363489499192,0.9542902967121092,0.3107450393111194,0.808816914080072,0.7394347938812549,0.7800672622157695,0.744147500901589,0.9774647887323944,0.8702702702702703,0.9187935034802784,0.750733137829912,0.975609756097561,1.0,0.9810568295114656,0.0,0.9399606299212598,0.6924219910846954,0.4779220779220779,0.934010152284264,0.9603340292275574,0.948306595365419,0.3341475329750855,0.1453287197231834,0.6627072295334131,0.6496300007687875,0.5712435517965746,0.0,0.909205152371976,0.3711875405580792,0.777676120768527,0.5669371196754563,0.9631929046563192,0.8938369781312128,0.0470756062767475,0.7872185911401598,0.63019508057676,0.2904040404040404,0.8446771378708552,0.4426229508196721,0.6094420600858369,0.2117916428162564,0.7944339025932954
Salinas,0.5,4,VIT,NB,3,0.7815939979091077,0.7898357852755297,0.7698534072172601,0.9273743016759776,0.876750700280112,0.8198198198198198,0.8832662449683726,0.8910344827586207,0.9719188767550702,0.9338879159369528,0.7603927507205315,0.922512127966435,0.6359479423144565,0.2642857142857143,0.9467707594038324,0.9592326139088728,0.9416014449127031,0.4461066830165542,0.1367521367521367,0.8679454820797577,0.7879633388468479,0.7850642634898195,0.995090016366612,0.1538461538461538,0.9398148148148148,0.9042553191489362,0.959094865100087,0.9824780976220276,0.9155844155844156,0.8712255772646537,0.9202825428859738,0.2735042735042735,0.4950213371266003,0.9670138888888888,0.9978494623655914,1.0,0.3004059539918809,0.8855614973262033,0.6721927875576824,0.6133908744249901,0.5536995518729712,0.0,0.871195819243775,0.2319474835886214,0.7984934086629002,0.7803030303030303,0.9618117229129662,0.8976,0.0510440835266821,0.6811836962590732,0.5991829323649569,0.0226904376012965,0.9404958677685952,0.45,0.6134453781512605,0.3288841430859583,0.6309148264984227
Salinas,0.5,4,VIT,NB,4,0.8146896825847482,0.8507444714579053,0.84489318921952,0.9649938800489596,0.8728089887640449,0.920979020979021,0.8604938271604938,0.9675023212627668,0.9717073170731708,0.9370958259847147,0.74277053652622,0.939517625231911,0.5739772377729929,0.4833625218914185,0.952793417063664,0.976711362032463,0.9647727272727272,0.6496390893947807,0.7391653290529695,0.8337265787647467,0.6474408166983494,0.6184866585400774,0.0,0.6533449174630755,0.9517241379310344,0.8647746243739566,0.8804347826086957,0.9577586206896552,0.9202797202797204,0.9097806366485238,0.9833641404805916,0.0,0.0,0.9051724137931034,0.9491525423728814,0.48,0.0,0.44,0.7084259101008374,0.6468383449637297,0.5966090144726091,0.0,0.8372712146422628,0.4610091743119266,0.7428571428571429,0.8586732591676968,0.9613505108840515,0.9003241491085899,0.0602739726027397,0.7281672816728167,0.6207497820401047,0.1041666666666666,0.9404958677685952,0.4576271186440678,0.6239316239316239,0.4849660523763336,0.7638804148871263
Salinas,0.5,4,VIT,NB,5,0.8096397897705422,0.8092171210178578,0.7916778921760289,0.8715596330275229,0.8265550239234449,0.883495145631068,0.8723404255319149,0.9569303054032888,0.9750833823817932,0.9585175826489788,0.8077008680169152,0.9269306244949786,0.489851150202977,0.4321868916288124,0.8682432432432432,0.9695522388059702,0.9369108049311096,0.1134828424750067,0.7775061124694377,0.7086340550654905,0.6331651287538484,0.5700010111183085,0.9874667679453096,0.9353336782203828,0.8099173553719008,0.0,0.0,0.8875,0.0,0.7111534795042898,0.9587852494577006,0.5549132947976878,0.2081447963800905,1.0,1.0,0.9711751662971176,0.0956263899184581,0.0,0.6531362160314477,0.6156538739789593,0.5416525622552051,0.0,0.9230769230769232,0.2978354978354978,0.7634408602150538,0.7612672913877733,0.9618117229129662,0.8980407836865254,0.0432786885245901,0.7149587750294464,0.5644943820224719,0.053072625698324,0.7833182230281052,0.45,0.6186440677966102,0.0594427244582043,0.773758430410791
Salinas,0.5,8,VIT,NB,1,0.8264765445113325,0.8414401010295157,0.850799600516439,0.9448742746615088,0.8827126181211784,0.8726541554959786,0.8980582524271845,0.8743882544861338,0.9795171909290415,0.93705710712797,0.788218793828892,0.9743936830231248,0.7509715994020927,0.7269890795631825,0.8747152619589977,0.9257314328582146,0.957676348547718,0.4574356279558592,0.7673999278759466,0.7003134796238244,0.6845130848869506,0.6583234060804588,0.8235294117647058,1.0,0.0,0.9593094944512948,0.9386503067484664,1.0,0.0,0.6638497652582159,0.9208353569694028,0.5050505050505051,0.6501128668171557,0.9129129129129128,0.8846153846153846,0.927689594356261,0.3466188983430363,0.0,0.7480772517518373,0.6594777904732054,0.624950470466934,0.0,0.9351367968029513,0.7457627118644068,0.8435643564356435,0.9482694454782286,0.9631929046563192,0.8178167214311792,0.059620596205962,0.8002969561989607,0.7620164126611958,0.5119047619047619,0.8121128699242945,0.4736842105263157,0.4753363228699551,0.3815659068384539,0.4689265536723164
Salinas,0.5,8,VIT,NB,2,0.8165528764439836,0.8243881225731027,0.8384157406567483,0.9474611094804812,0.8964460784313726,0.8833269156719291,0.9006622516556292,0.8642095053346266,0.9741198414548846,0.8720870015535992,0.805255830142708,0.9735557825445466,0.6040675032453483,0.7426751592356687,0.9233887312525334,0.8769344141488578,0.95016077170418,0.4071975063757438,0.7931034482758621,0.7722323049001815,0.7552296559273199,0.7399968751031617,0.9658119658119658,0.8518518518518519,0.7970297029702971,0.7687687687687688,0.9156293222683264,1.0,0.974169741697417,0.0,0.9607250755287008,0.6640127388535032,0.4376068376068376,0.7510204081632653,0.92,0.9607142857142856,0.5455315544260907,0.3270777479892761,0.7216715091437361,0.6508272811469235,0.6054743850323028,0.0,0.936117936117936,0.7670454545454546,0.7859778597785978,0.95139146567718,0.9631929046563192,0.8096234309623431,0.0546810273405136,0.7685113016367888,0.6293766011955594,0.3746556473829201,0.7699594046008119,0.432,0.6135458167330677,0.3319103521878335,0.4996009577015163
Salinas,0.5,8,VIT,NB,3,0.7936781255765328,0.799916469922408,0.8062690171180537,0.9321317938608844,0.8804014496793978,0.6709470304975923,0.9206161137440758,0.7970570202329859,0.9756476683937824,0.9276950043821208,0.7604024735352688,0.9720936755013322,0.7676387582314205,0.7331486611265005,0.9082446808510638,0.8714180749448934,0.9474320241691844,0.4818262411347517,0.3536036036036036,0.8573447753659768,0.8314725792226302,0.8452239016895086,1.0,1.0,0.918355529820498,0.9264305177111716,0.9145646867371848,0.987546699875467,0.7967479674796748,0.7888541916886861,0.97131931166348,0.4794007490636704,0.8329113924050633,0.9101307189542484,0.9243027888446216,0.9700598802395208,0.1808396124865446,0.9221183800623052,0.7348316527089387,0.6431858089421629,0.6164629892635562,0.0,0.9338257925515544,0.6434108527131783,0.8545636910732196,0.9419692998876824,0.9627329192546584,0.7849162011173184,0.0632790028763183,0.8059259259259259,0.7003729796933278,0.5245283018867924,0.7773224043715847,0.4354838709677419,0.6111111111111112,0.4266144814090019,0.3973509933774834
Salinas,0.5,8,VIT,NB,4,0.8172732950996536,0.8570227212162184,0.8661610883069457,0.9869543401906672,0.9234097793163132,0.9119655048508803,0.8663766314481044,0.9246364037020716,0.980328926152854,0.9602427921092564,0.7124935333678221,0.9719499174997572,0.7209238383282925,0.7352480417754569,0.930652441526467,0.925050641458474,0.968481375358166,0.6032110091743119,0.7366522366522367,0.7987508674531575,0.6381052324141991,0.6046476522650162,0.0,0.7192691029900332,0.9324324324324323,0.8735244519392917,0.8797814207650273,0.9715014887282007,0.9347670250896056,0.8525273579989577,0.9402697495183044,0.0,0.0,0.9012875536480688,0.9178082191780822,0.4615384615384615,0.0,0.2896551724137931,0.7766193813023414,0.6617323770877649,0.6435986881969553,0.0,0.9308641975308642,0.7213114754098361,0.7482517482517482,0.9333840883136658,0.9622725255215268,0.850609756097561,0.0976331360946745,0.7963936889556724,0.7158403869407497,0.4572368421052631,0.8386145910095799,0.4778761061946903,0.5867768595041323,0.6861614497528831,0.4943521594684385
Salinas,0.5,8,VIT,NB,5,0.8098320728111781,0.8173833794293406,0.8228269641058166,0.8764940239043825,0.8358032009484292,0.946078431372549,0.891713747645951,0.9428571428571428,0.9844479004665628,0.9523406058038552,0.7709736680955297,0.956131846825012,0.5856590811507084,0.6766833611574847,0.906032906764168,0.9003359462486002,0.933237616654702,0.2290076335877862,0.7774343122102009,0.7429386082152722,0.5503260004694985,0.5089412913212688,0.98896918980601,0.917981072555205,0.452991452991453,0.0,0.0,0.8875,0.0,0.7495674241550352,0.996607614021862,0.7791798107255521,0.5194805194805194,0.0,0.5063291139240507,1.0,0.3444544634806131,0.0,0.7097077422662793,0.6372209282962591,0.6006653403071822,0.0,0.9228855721393034,0.729483282674772,0.7940354147250699,0.9510022271714922,0.9618117229129662,0.805176132278936,0.0510046367851622,0.7970695970695971,0.6459731543624161,0.4220472440944882,0.7757327880027266,0.4462809917355372,0.6356589147286822,0.2008928571428571,0.4715909090909091
Salinas,0.5,16,VIT,NB,1,0.8311093849696229,0.8490847299519512,0.8543699892056622,0.8956382735784426,0.8059612518628912,0.9130862577894392,0.9438775510204082,0.9412795793163892,0.9804494792618308,0.9536704040617728,0.7975472983596248,0.9751651856915016,0.7422680412371134,0.686429512516469,0.8275109170305677,0.9826224328593997,0.9568755085435312,0.513635776140623,0.7539023580205911,0.7150470219435736,0.6955473592478465,0.6784033394573166,0.8235294117647058,1.0,0.0,0.973651191969887,0.9357798165137616,1.0,0.0,0.6424271610883698,0.953195772521389,0.4714640198511166,0.8377358490566038,0.9136760426770126,0.958904109589041,0.953846153846154,0.3902439024390244,0.0,0.7191078448128525,0.6452188022960463,0.6005419533116994,0.0,0.9051833122629582,0.5209080047789725,0.8947368421052632,0.9404174573055027,0.9631929046563192,0.8489425981873112,0.0591928251121076,0.7764350453172205,0.764829617164493,0.3863636363636363,0.680334092634776,0.432,0.602510460251046,0.4080402010050251,0.4255842558425584
